doc_title,para_num,sentence_num,token_num,pos_tuple,pos,token_str,term_str,pos_group,n_char
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,14,"('I', 'PRP')",PRP,I,i,PR,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,15,"('will', 'MD')",MD,will,will,MD,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,16,"('not', 'RB')",RB,not,not,RB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,17,"('be', 'VB')",VB,be,be,VB,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,18,"('burnt', 'VBN')",VBN,burnt,burnt,VB,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,19,"('with', 'IN')",IN,with,with,IN,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,20,"('you', 'PRP')",PRP,you,you,PR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,21,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,22,"('’', 'RB')",RB,’,,RB,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,23,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,24,"('he', 'PRP')",PRP,he,he,PR,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,25,"('hung', 'VBD')",VBD,hung,hung,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,26,"('them', 'PRP')",PRP,them,them,PR,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,27,"('up', 'RP')",RP,up,up,RP,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,28,"('again', 'RB')",RB,again,again,RB,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,29,"('each', 'DT')",DT,each,each,DT,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,30,"('in', 'IN')",IN,in,in,IN,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,31,"('his', 'PRP$')",PRP$,his,his,PR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,20,32,"('turn', 'NN')",NN,turn,turn,NN,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,0,"('Then', 'RB')",RB,Then,then,RB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,1,"('he', 'PRP')",PRP,he,he,PR,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,2,"('sat', 'VBD')",VBD,sat,sat,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,3,"('down', 'RP')",RP,down,down,RP,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,4,"('by', 'IN')",IN,by,by,IN,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,5,"('his', 'PRP$')",PRP$,his,his,PR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,6,"('fire', 'NN')",NN,fire,fire,NN,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,7,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,8,"('fell', 'VBD')",VBD,fell,fell,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,9,"('asleep', 'RB')",RB,asleep,asleep,RB,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,10,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,11,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,12,"('the', 'DT')",DT,the,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,13,"('next', 'JJ')",JJ,next,next,JJ,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,14,"('morning', 'NN')",NN,morning,morning,NN,7
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,15,"('the', 'DT')",DT,the,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,16,"('man', 'NN')",NN,man,man,NN,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,17,"('came', 'VBD')",VBD,came,came,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,18,"('to', 'TO')",TO,to,to,TO,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,19,"('him', 'PRP')",PRP,him,him,PR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,20,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,21,"('wanted', 'VBD')",VBD,wanted,wanted,VB,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,22,"('to', 'TO')",TO,to,to,TO,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,23,"('have', 'VB')",VB,have,have,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,24,"('the', 'DT')",DT,the,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,25,"('fifty', 'JJ')",JJ,fifty,fifty,JJ,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,26,"('talers', 'NNS')",NNS,talers,talers,NN,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,27,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,28,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,21,29,"('said', 'VBD')",VBD,said,said,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,22,0,"('‘', 'RB')",RB,‘,,RB,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,22,1,"('Well', 'RB')",RB,Well,well,RB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,22,2,"('do', 'VB')",VB,do,do,VB,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,22,3,"('you', 'PRP')",PRP,you,you,PR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,22,4,"('know', 'VB')",VB,know,know,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,22,5,"('how', 'WRB')",WRB,how,how,WR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,22,6,"('to', 'TO')",TO,to,to,TO,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,22,7,"('shudder', 'VB')",VB,shudder,shudder,VB,7
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,0,"('’', 'JJ')",JJ,’,,JJ,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,1,"('‘', 'NNP')",NNP,‘,,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,2,"('No', 'NNP')",NNP,No,no,NN,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,3,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,4,"('’', 'RB')",RB,’,,RB,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,5,"('answered', 'VBD')",VBD,answered,answered,VB,8
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,6,"('he', 'PRP')",PRP,he,he,PR,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,7,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,8,"('‘', 'VB')",VB,‘,,VB,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,9,"('how', 'WRB')",WRB,how,how,WR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,10,"('should', 'MD')",MD,should,should,MD,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,11,"('I', 'PRP')",PRP,I,i,PR,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,23,12,"('know', 'VB')",VB,know,know,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,0,"('Those', 'DT')",DT,Those,those,DT,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,1,"('fellows', 'VBZ')",VBZ,fellows,fellows,VB,7
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,2,"('up', 'RP')",RP,up,up,RP,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,3,"('there', 'RB')",RB,there,there,RB,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,4,"('did', 'VBD')",VBD,did,did,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,5,"('not', 'RB')",RB,not,not,RB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,6,"('open', 'VB')",VB,open,open,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,7,"('their', 'PRP$')",PRP$,their,their,PR,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,8,"('mouths', 'NNS')",NNS,mouths,mouths,NN,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,9,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,10,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,11,"('were', 'VBD')",VBD,were,were,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,12,"('so', 'RB')",RB,so,so,RB,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,13,"('stupid', 'JJ')",JJ,stupid,stupid,JJ,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,14,"('that', 'IN')",IN,that,that,IN,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,15,"('they', 'PRP')",PRP,they,they,PR,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,16,"('let', 'VBP')",VBP,let,let,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,17,"('the', 'DT')",DT,the,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,18,"('few', 'JJ')",JJ,few,few,JJ,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,19,"('old', 'JJ')",JJ,old,old,JJ,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,20,"('rags', 'NNS')",NNS,rags,rags,NN,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,21,"('which', 'WDT')",WDT,which,which,WD,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,22,"('they', 'PRP')",PRP,they,they,PR,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,23,"('had', 'VBD')",VBD,had,had,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,24,"('on', 'IN')",IN,on,on,IN,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,25,"('their', 'PRP$')",PRP$,their,their,PR,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,26,"('bodies', 'NNS')",NNS,bodies,bodies,NN,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,27,"('get', 'VBP')",VBP,get,get,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,24,28,"('burnt', 'JJ')",JJ,burnt,burnt,JJ,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,0,"('’', 'NN')",NN,’,,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,1,"('Then', 'RB')",RB,Then,then,RB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,2,"('the', 'DT')",DT,the,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,3,"('man', 'NN')",NN,man,man,NN,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,4,"('saw', 'VBD')",VBD,saw,saw,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,5,"('that', 'IN')",IN,that,that,IN,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,6,"('he', 'PRP')",PRP,he,he,PR,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,7,"('would', 'MD')",MD,would,would,MD,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,8,"('not', 'RB')",RB,not,not,RB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,9,"('get', 'VB')",VB,get,get,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,10,"('the', 'DT')",DT,the,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,11,"('fifty', 'NN')",NN,fifty,fifty,NN,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,12,"('talers', 'NNS')",NNS,talers,talers,NN,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,13,"('that', 'DT')",DT,that,that,DT,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,14,"('day', 'NN')",NN,day,day,NN,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,15,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,16,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,17,"('went', 'VBD')",VBD,went,went,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,18,"('away', 'RB')",RB,away,away,RB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,25,19,"('saying', 'VBG')",VBG,saying,saying,VB,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,0,"('‘', 'NNS')",NNS,‘,,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,1,"('Such', 'PDT')",PDT,Such,such,PD,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,2,"('a', 'DT')",DT,a,a,DT,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,3,"('youth', 'NN')",NN,youth,youth,NN,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,4,"('has', 'VBZ')",VBZ,has,has,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,5,"('never', 'RB')",RB,never,never,RB,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,6,"('come', 'VBN')",VBN,come,come,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,7,"('my', 'PRP$')",PRP$,my,my,PR,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,8,"('way', 'NN')",NN,way,way,NN,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,26,9,"('before', 'IN')",IN,before,before,IN,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,7,27,0,"('’', 'NN')",NN,’,,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,0,"('The', 'DT')",DT,The,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,1,"('youth', 'NN')",NN,youth,youth,NN,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,2,"('likewise', 'NN')",NN,likewise,likewise,NN,8
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,3,"('went', 'VBD')",VBD,went,went,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,4,"('his', 'PRP$')",PRP$,his,his,PR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,5,"('way', 'NN')",NN,way,way,NN,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,6,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,7,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,8,"('once', 'RB')",RB,once,once,RB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,9,"('more', 'JJR')",JJR,more,more,JJ,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,10,"('began', 'VBD')",VBD,began,began,VB,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,11,"('to', 'TO')",TO,to,to,TO,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,12,"('mutter', 'VB')",VB,mutter,mutter,VB,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,13,"('to', 'TO')",TO,to,to,TO,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,0,14,"('himself', 'PRP')",PRP,himself,himself,PR,7
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,1,0,"('‘', 'NN')",NN,‘,,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,1,1,"('Ah', 'NNP')",NNP,Ah,ah,NN,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,1,2,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,1,3,"('if', 'IN')",IN,if,if,IN,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,1,4,"('I', 'PRP')",PRP,I,i,PR,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,1,5,"('could', 'MD')",MD,could,could,MD,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,1,6,"('but', 'CC')",CC,but,but,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,1,7,"('shudder', 'VB')",VB,shudder,shudder,VB,7
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,2,0,"('Ah', 'NNP')",NNP,Ah,ah,NN,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,2,1,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,2,2,"('if', 'IN')",IN,if,if,IN,2
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,2,3,"('I', 'PRP')",PRP,I,i,PR,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,2,4,"('could', 'MD')",MD,could,could,MD,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,2,5,"('but', 'CC')",CC,but,but,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,2,6,"('shudder', 'VB')",VB,shudder,shudder,VB,7
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,0,"('’', 'VB')",VB,’,,VB,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,1,"('A', 'NNP')",NNP,A,a,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,2,"('waggoner', 'NN')",NN,waggoner,waggoner,NN,8
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,3,"('who', 'WP')",WP,who,who,WP,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,4,"('was', 'VBD')",VBD,was,was,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,5,"('striding', 'VBG')",VBG,striding,striding,VB,8
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,6,"('behind', 'IN')",IN,behind,behind,IN,6
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,7,"('him', 'PRP')",PRP,him,him,PR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,8,"('heard', 'VB')",VB,heard,heard,VB,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,9,"('this', 'DT')",DT,this,this,DT,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,10,"('and', 'CC')",CC,and,and,CC,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,3,11,"('asked', 'VBD')",VBD,asked,asked,VB,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,4,0,"('‘', 'NN')",NN,‘,,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,4,1,"('Who', 'WP')",WP,Who,who,WP,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,4,2,"('are', 'VBP')",VBP,are,are,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,4,3,"('you', 'PRP')",PRP,you,you,PR,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,0,"('’', 'JJ')",JJ,’,,JJ,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,1,"('‘', 'NN')",NN,‘,,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,2,"('I', 'PRP')",PRP,I,i,PR,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,3,"('don', 'VBP')",VBP,don,don,VB,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,4,"('’', 'JJ')",JJ,’,,JJ,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,5,"('t', 'NN')",NN,t,t,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,6,"('know', 'VBP')",VBP,know,know,VB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,7,"(',', ',')",",",",",,",",1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,8,"('’', 'JJ')",JJ,’,,JJ,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,9,"('answered', 'VBD')",VBD,answered,answered,VB,8
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,10,"('the', 'DT')",DT,the,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,5,11,"('youth', 'NN')",NN,youth,youth,NN,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,6,0,"('Then', 'RB')",RB,Then,then,RB,4
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,6,1,"('the', 'DT')",DT,the,the,DT,3
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,6,2,"('waggoner', 'NN')",NN,waggoner,waggoner,NN,8
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,6,3,"('asked', 'VBD')",VBD,asked,asked,VB,5
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,7,0,"('‘', 'NN')",NN,‘,,NN,1
THE STORY OF THE YOUTH WHO WENT FORTH TO LEARN WHAT FEAR WAS,8,7,1,"('From', 'NNP')",NNP,From,from,NN,4
